embedding_name,configuration,clue,word0ForClue,word1ForClue,blueWord0,blueWord1,blueWord2,blueWord3,blueWord4,blueWord5,blueWord6,blueWord7,blueWord8,blueWord9,redWord0,redWord1,redWord2,redWord3,redWord4,redWord5,redWord6,redWord7,redWord8,redWord9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word2vecWithoutHeuristicsTrial0,"{'verbose': False, 'visualize': False, 'split_multi_word': True, 'disable_verb_split': True, 'debug_file': None, 'length_exp_scaling': None, 'use_heuristics': False, 'single_word_label_scores': (1, 1.1, 1.1, 1.2)}",gigantic,mammoth,giant,dwarf,bolt,beach,boom,well,mammoth,ivory,nut,sink,giant,bison,egypt,mouse,field,cell,head,crown,ham,fall,scientist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word2vecWithoutHeuristicsTrial1,"{'verbose': False, 'visualize': False, 'split_multi_word': True, 'disable_verb_split': True, 'debug_file': None, 'length_exp_scaling': None, 'use_heuristics': False, 'single_word_label_scores': (1, 1.1, 1.1, 1.2)}",compressor,pipe,gas,point,satellite,pipe,shadow,swing,fall,heart,gas,turkey,cap,tower,ground,box,octopus,lawyer,dance,conductor,suit,pyramid,jet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word2vecWithoutHeuristicsTrial2,"{'verbose': False, 'visualize': False, 'split_multi_word': True, 'disable_verb_split': True, 'debug_file': None, 'length_exp_scaling': None, 'use_heuristics': False, 'single_word_label_scores': (1, 1.1, 1.1, 1.2)}",good,well,luck,fan,point,flute,egypt,round,well,fork,lemon,luck,circle,cold,thumb,march,ghost,grass,jack,heart,ham,board,olympus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word2vecWithoutHeuristicsTrial3,"{'verbose': False, 'visualize': False, 'split_multi_word': True, 'disable_verb_split': True, 'debug_file': None, 'length_exp_scaling': None, 'use_heuristics': False, 'single_word_label_scores': (1, 1.1, 1.1, 1.2)}",blaze,africa,fire,opera,carrot,satellite,tag,africa,fire,bottle,snowman,cloak,king,egypt,whip,bark,pistol,spider,boot,hood,rose,jupiter,charge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word2vecWithoutHeuristicsTrial4,"{'verbose': False, 'visualize': False, 'split_multi_word': True, 'disable_verb_split': True, 'debug_file': None, 'length_exp_scaling': None, 'use_heuristics': False, 'single_word_label_scores': (1, 1.1, 1.1, 1.2)}",bedpan,nurse,needle,tie,nurse,needle,shadow,pirate,ground,ruler,fish,kid,scientist,post,flute,boom,foot,racket,head,cloak,figure,brush,phoenix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word2vecWithoutHeuristicsTrial5,"{'verbose': False, 'visualize': False, 'split_multi_word': True, 'disable_verb_split': True, 'debug_file': None, 'length_exp_scaling': None, 'use_heuristics': False, 'single_word_label_scores': (1, 1.1, 1.1, 1.2)}",jetpack,robot,parachute,beach,robot,whip,india,boom,watch,key,bug,parachute,kid,pit,flute,plate,march,africa,field,bottle,change,torch,turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word2vecWithoutHeuristicsTrial6,"{'verbose': False, 'visualize': False, 'split_multi_word': True, 'disable_verb_split': True, 'debug_file': None, 'length_exp_scaling': None, 'use_heuristics': False, 'single_word_label_scores': (1, 1.1, 1.1, 1.2)}",gargantuan,cross,mammoth,cross,mammoth,torch,mercury,compound,moon,board,hood,alps,shoe,piano,pistol,box,washer,greece,fall,grass,jupiter,disease,cat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word2vecWithoutHeuristicsTrial7,"{'verbose': False, 'visualize': False, 'split_multi_word': True, 'disable_verb_split': True, 'debug_file': None, 'length_exp_scaling': None, 'use_heuristics': False, 'single_word_label_scores': (1, 1.1, 1.1, 1.2)}",vm,server,beijing,server,car,vacuum,spot,play,beijing,soul,nut,lock,jet,port,pit,well,pirate,saturn,grass,cloak,unicorn,green,fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word2vecWithoutHeuristicsTrial8,"{'verbose': False, 'visualize': False, 'split_multi_word': True, 'disable_verb_split': True, 'debug_file': None, 'length_exp_scaling': None, 'use_heuristics': False, 'single_word_label_scores': (1, 1.1, 1.1, 1.2)}",squirrel,kangaroo,robin,oil,ice,kangaroo,pound,bomb,robin,amazon,alps,brush,pyramid,pan,march,round,ghost,ruler,cold,glove,shoe,suit,game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word2vecWithoutHeuristicsTrial9,"{'verbose': False, 'visualize': False, 'split_multi_word': True, 'disable_verb_split': True, 'debug_file': None, 'length_exp_scaling': None, 'use_heuristics': False, 'single_word_label_scores': (1, 1.1, 1.1, 1.2)}",breakfront,table,glass,table,kangaroo,glass,germany,gold,field,casino,pistol,kid,lock,server,oil,point,nurse,beach,march,pipe,tap,ivory,drill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
babelnetWithoutHeuristicsTrial0,"{'verbose': False, 'visualize': False, 'split_multi_word': True, 'disable_verb_split': True, 'debug_file': None, 'length_exp_scaling': None, 'use_heuristics': False, 'single_word_label_scores': (1, 1.1, 1.1, 1.2)}",lightning,bolt,boom,dwarf,bolt,beach,boom,well,mammoth,ivory,nut,sink,giant,bison,egypt,mouse,field,cell,head,crown,ham,fall,scientist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
babelnetWithoutHeuristicsTrial1,"{'verbose': False, 'visualize': False, 'split_multi_word': True, 'disable_verb_split': True, 'debug_file': None, 'length_exp_scaling': None, 'use_heuristics': False, 'single_word_label_scores': (1, 1.1, 1.1, 1.2)}",organ,pipe,heart,point,satellite,pipe,shadow,swing,fall,heart,gas,turkey,cap,tower,ground,box,octopus,lawyer,dance,conductor,suit,pyramid,jet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
babelnetWithoutHeuristicsTrial2,"{'verbose': False, 'visualize': False, 'split_multi_word': True, 'disable_verb_split': True, 'debug_file': None, 'length_exp_scaling': None, 'use_heuristics': False, 'single_word_label_scores': (1, 1.1, 1.1, 1.2)}",disk,round,circle,fan,point,flute,egypt,round,well,fork,lemon,luck,circle,cold,thumb,march,ghost,grass,jack,heart,ham,board,olympus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
babelnetWithoutHeuristicsTrial3,"{'verbose': False, 'visualize': False, 'split_multi_word': True, 'disable_verb_split': True, 'debug_file': None, 'length_exp_scaling': None, 'use_heuristics': False, 'single_word_label_scores': (1, 1.1, 1.1, 1.2)}",classical,opera,fire,opera,carrot,satellite,tag,africa,fire,bottle,snowman,cloak,king,egypt,whip,bark,pistol,spider,boot,hood,rose,jupiter,charge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
babelnetWithoutHeuristicsTrial4,"{'verbose': False, 'visualize': False, 'split_multi_word': True, 'disable_verb_split': True, 'debug_file': None, 'length_exp_scaling': None, 'use_heuristics': False, 'single_word_label_scores': (1, 1.1, 1.1, 1.2)}",device,needle,ruler,tie,nurse,needle,shadow,pirate,ground,ruler,fish,kid,scientist,post,flute,boom,foot,racket,head,cloak,figure,brush,phoenix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
babelnetWithoutHeuristicsTrial5,"{'verbose': False, 'visualize': False, 'split_multi_word': True, 'disable_verb_split': True, 'debug_file': None, 'length_exp_scaling': None, 'use_heuristics': False, 'single_word_label_scores': (1, 1.1, 1.1, 1.2)}",microphone,boom,bug,beach,robot,whip,india,boom,watch,key,bug,parachute,kid,pit,flute,plate,march,africa,field,bottle,change,torch,turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
babelnetWithoutHeuristicsTrial6,"{'verbose': False, 'visualize': False, 'split_multi_word': True, 'disable_verb_split': True, 'debug_file': None, 'length_exp_scaling': None, 'use_heuristics': False, 'single_word_label_scores': (1, 1.1, 1.1, 1.2)}",whole,cross,compound,cross,mammoth,torch,mercury,compound,moon,board,hood,alps,shoe,piano,pistol,box,washer,greece,fall,grass,jupiter,disease,cat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
babelnetWithoutHeuristicsTrial7,"{'verbose': False, 'visualize': False, 'split_multi_word': True, 'disable_verb_split': True, 'debug_file': None, 'length_exp_scaling': None, 'use_heuristics': False, 'single_word_label_scores': (1, 1.1, 1.1, 1.2)}",fastener,nut,lock,server,car,vacuum,spot,play,beijing,soul,nut,lock,jet,port,pit,well,pirate,saturn,grass,cloak,unicorn,green,fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
babelnetWithoutHeuristicsTrial8,"{'verbose': False, 'visualize': False, 'split_multi_word': True, 'disable_verb_split': True, 'debug_file': None, 'length_exp_scaling': None, 'use_heuristics': False, 'single_word_label_scores': (1, 1.1, 1.1, 1.2)}",water,ice,amazon,oil,ice,kangaroo,pound,bomb,robin,amazon,alps,brush,pyramid,pan,march,round,ghost,ruler,cold,glove,shoe,suit,game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
babelnetWithoutHeuristicsTrial9,"{'verbose': False, 'visualize': False, 'split_multi_word': True, 'disable_verb_split': True, 'debug_file': None, 'length_exp_scaling': None, 'use_heuristics': False, 'single_word_label_scores': (1, 1.1, 1.1, 1.2)}",country,germany,field,table,kangaroo,glass,germany,gold,field,casino,pistol,kid,lock,server,oil,point,nurse,beach,march,pipe,tap,ivory,drill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fasttextWithoutHeuristicsTrial0,"{'verbose': False, 'visualize': False, 'split_multi_word': True, 'disable_verb_split': True, 'debug_file': None, 'length_exp_scaling': None, 'use_heuristics': False, 'single_word_label_scores': (1, 1.1, 1.1, 1.2)}",gigantic,mammoth,giant,dwarf,bolt,beach,boom,well,mammoth,ivory,nut,sink,giant,bison,egypt,mouse,field,cell,head,crown,ham,fall,scientist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fasttextWithoutHeuristicsTrial1,"{'verbose': False, 'visualize': False, 'split_multi_word': True, 'disable_verb_split': True, 'debug_file': None, 'length_exp_scaling': None, 'use_heuristics': False, 'single_word_label_scores': (1, 1.1, 1.1, 1.2)}",drop,swing,fall,point,satellite,pipe,shadow,swing,fall,heart,gas,turkey,cap,tower,ground,box,octopus,lawyer,dance,conductor,suit,pyramid,jet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fasttextWithoutHeuristicsTrial2,"{'verbose': False, 'visualize': False, 'split_multi_word': True, 'disable_verb_split': True, 'debug_file': None, 'length_exp_scaling': None, 'use_heuristics': False, 'single_word_label_scores': (1, 1.1, 1.1, 1.2)}",good,well,luck,fan,point,flute,egypt,round,well,fork,lemon,luck,circle,cold,thumb,march,ghost,grass,jack,heart,ham,board,olympus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fasttextWithoutHeuristicsTrial3,"{'verbose': False, 'visualize': False, 'split_multi_word': True, 'disable_verb_split': True, 'debug_file': None, 'length_exp_scaling': None, 'use_heuristics': False, 'single_word_label_scores': (1, 1.1, 1.1, 1.2)}",television,opera,satellite,opera,carrot,satellite,tag,africa,fire,bottle,snowman,cloak,king,egypt,whip,bark,pistol,spider,boot,hood,rose,jupiter,charge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fasttextWithoutHeuristicsTrial4,"{'verbose': False, 'visualize': False, 'split_multi_word': True, 'disable_verb_split': True, 'debug_file': None, 'length_exp_scaling': None, 'use_heuristics': False, 'single_word_label_scores': (1, 1.1, 1.1, 1.2)}",doctor,nurse,scientist,tie,nurse,needle,shadow,pirate,ground,ruler,fish,kid,scientist,post,flute,boom,foot,racket,head,cloak,figure,brush,phoenix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fasttextWithoutHeuristicsTrial5,"{'verbose': False, 'visualize': False, 'split_multi_word': True, 'disable_verb_split': True, 'debug_file': None, 'length_exp_scaling': None, 'use_heuristics': False, 'single_word_label_scores': (1, 1.1, 1.1, 1.2)}",boytoy,robot,kid,beach,robot,whip,india,boom,watch,key,bug,parachute,kid,pit,flute,plate,march,africa,field,bottle,change,torch,turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fasttextWithoutHeuristicsTrial6,"{'verbose': False, 'visualize': False, 'split_multi_word': True, 'disable_verb_split': True, 'debug_file': None, 'length_exp_scaling': None, 'use_heuristics': False, 'single_word_label_scores': (1, 1.1, 1.1, 1.2)}",boad,cross,board,cross,mammoth,torch,mercury,compound,moon,board,hood,alps,shoe,piano,pistol,box,washer,greece,fall,grass,jupiter,disease,cat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fasttextWithoutHeuristicsTrial7,"{'verbose': False, 'visualize': False, 'split_multi_word': True, 'disable_verb_split': True, 'debug_file': None, 'length_exp_scaling': None, 'use_heuristics': False, 'single_word_label_scores': (1, 1.1, 1.1, 1.2)}",limousine,car,jet,server,car,vacuum,spot,play,beijing,soul,nut,lock,jet,port,pit,well,pirate,saturn,grass,cloak,unicorn,green,fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fasttextWithoutHeuristicsTrial8,"{'verbose': False, 'visualize': False, 'split_multi_word': True, 'disable_verb_split': True, 'debug_file': None, 'length_exp_scaling': None, 'use_heuristics': False, 'single_word_label_scores': (1, 1.1, 1.1, 1.2)}",snowfields,ice,alps,oil,ice,kangaroo,pound,bomb,robin,amazon,alps,brush,pyramid,pan,march,round,ghost,ruler,cold,glove,shoe,suit,game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fasttextWithoutHeuristicsTrial9,"{'verbose': False, 'visualize': False, 'split_multi_word': True, 'disable_verb_split': True, 'debug_file': None, 'length_exp_scaling': None, 'use_heuristics': False, 'single_word_label_scores': (1, 1.1, 1.1, 1.2)}",handguard,pistol,lock,table,kangaroo,glass,germany,gold,field,casino,pistol,kid,lock,server,oil,point,nurse,beach,march,pipe,tap,ivory,drill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bertWithoutHeuristicsTrial0,"{'verbose': False, 'visualize': False, 'split_multi_word': True, 'disable_verb_split': True, 'debug_file': None, 'length_exp_scaling': None, 'use_heuristics': False, 'single_word_label_scores': (1, 1.1, 1.1, 1.2)}",congregation,dwarf,mammoth,dwarf,bolt,beach,boom,well,mammoth,ivory,nut,sink,giant,bison,egypt,mouse,field,cell,head,crown,ham,fall,scientist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bertWithoutHeuristicsTrial1,"{'verbose': False, 'visualize': False, 'split_multi_word': True, 'disable_verb_split': True, 'debug_file': None, 'length_exp_scaling': None, 'use_heuristics': False, 'single_word_label_scores': (1, 1.1, 1.1, 1.2)}",complete,satellite,heart,point,satellite,pipe,shadow,swing,fall,heart,gas,turkey,cap,tower,ground,box,octopus,lawyer,dance,conductor,suit,pyramid,jet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bertWithoutHeuristicsTrial2,"{'verbose': False, 'visualize': False, 'split_multi_word': True, 'disable_verb_split': True, 'debug_file': None, 'length_exp_scaling': None, 'use_heuristics': False, 'single_word_label_scores': (1, 1.1, 1.1, 1.2)}",france,lemon,circle,fan,point,flute,egypt,round,well,fork,lemon,luck,circle,cold,thumb,march,ghost,grass,jack,heart,ham,board,olympus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bertWithoutHeuristicsTrial3,"{'verbose': False, 'visualize': False, 'split_multi_word': True, 'disable_verb_split': True, 'debug_file': None, 'length_exp_scaling': None, 'use_heuristics': False, 'single_word_label_scores': (1, 1.1, 1.1, 1.2)}",changes,tag,king,opera,carrot,satellite,tag,africa,fire,bottle,snowman,cloak,king,egypt,whip,bark,pistol,spider,boot,hood,rose,jupiter,charge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bertWithoutHeuristicsTrial4,"{'verbose': False, 'visualize': False, 'split_multi_word': True, 'disable_verb_split': True, 'debug_file': None, 'length_exp_scaling': None, 'use_heuristics': False, 'single_word_label_scores': (1, 1.1, 1.1, 1.2)}",date,nurse,needle,tie,nurse,needle,shadow,pirate,ground,ruler,fish,kid,scientist,post,flute,boom,foot,racket,head,cloak,figure,brush,phoenix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bertWithoutHeuristicsTrial5,"{'verbose': False, 'visualize': False, 'split_multi_word': True, 'disable_verb_split': True, 'debug_file': None, 'length_exp_scaling': None, 'use_heuristics': False, 'single_word_label_scores': (1, 1.1, 1.1, 1.2)}",hand,bug,parachute,beach,robot,whip,india,boom,watch,key,bug,parachute,kid,pit,flute,plate,march,africa,field,bottle,change,torch,turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bertWithoutHeuristicsTrial6,"{'verbose': False, 'visualize': False, 'split_multi_word': True, 'disable_verb_split': True, 'debug_file': None, 'length_exp_scaling': None, 'use_heuristics': False, 'single_word_label_scores': (1, 1.1, 1.1, 1.2)}",thank,board,alps,cross,mammoth,torch,mercury,compound,moon,board,hood,alps,shoe,piano,pistol,box,washer,greece,fall,grass,jupiter,disease,cat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bertWithoutHeuristicsTrial7,"{'verbose': False, 'visualize': False, 'split_multi_word': True, 'disable_verb_split': True, 'debug_file': None, 'length_exp_scaling': None, 'use_heuristics': False, 'single_word_label_scores': (1, 1.1, 1.1, 1.2)}",nearly,vacuum,spot,server,car,vacuum,spot,play,beijing,soul,nut,lock,jet,port,pit,well,pirate,saturn,grass,cloak,unicorn,green,fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bertWithoutHeuristicsTrial8,"{'verbose': False, 'visualize': False, 'split_multi_word': True, 'disable_verb_split': True, 'debug_file': None, 'length_exp_scaling': None, 'use_heuristics': False, 'single_word_label_scores': (1, 1.1, 1.1, 1.2)}",maid,robin,brush,oil,ice,kangaroo,pound,bomb,robin,amazon,alps,brush,pyramid,pan,march,round,ghost,ruler,cold,glove,shoe,suit,game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bertWithoutHeuristicsTrial9,"{'verbose': False, 'visualize': False, 'split_multi_word': True, 'disable_verb_split': True, 'debug_file': None, 'length_exp_scaling': None, 'use_heuristics': False, 'single_word_label_scores': (1, 1.1, 1.1, 1.2)}",door,casino,lock,table,kangaroo,glass,germany,gold,field,casino,pistol,kid,lock,server,oil,point,nurse,beach,march,pipe,tap,ivory,drill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gloveWithoutHeuristicsTrial0,"{'verbose': False, 'visualize': False, 'split_multi_word': True, 'disable_verb_split': True, 'debug_file': None, 'length_exp_scaling': None, 'use_heuristics': False, 'single_word_label_scores': (1, 1.1, 1.1, 1.2)}",gigantic,mammoth,giant,dwarf,bolt,beach,boom,well,mammoth,ivory,nut,sink,giant,bison,egypt,mouse,field,cell,head,crown,ham,fall,scientist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gloveWithoutHeuristicsTrial1,"{'verbose': False, 'visualize': False, 'split_multi_word': True, 'disable_verb_split': True, 'debug_file': None, 'length_exp_scaling': None, 'use_heuristics': False, 'single_word_label_scores': (1, 1.1, 1.1, 1.2)}",beginning,point,fall,point,satellite,pipe,shadow,swing,fall,heart,gas,turkey,cap,tower,ground,box,octopus,lawyer,dance,conductor,suit,pyramid,jet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gloveWithoutHeuristicsTrial2,"{'verbose': False, 'visualize': False, 'split_multi_word': True, 'disable_verb_split': True, 'debug_file': None, 'length_exp_scaling': None, 'use_heuristics': False, 'single_word_label_scores': (1, 1.1, 1.1, 1.2)}",important,point,well,fan,point,flute,egypt,round,well,fork,lemon,luck,circle,cold,thumb,march,ghost,grass,jack,heart,ham,board,olympus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gloveWithoutHeuristicsTrial3,"{'verbose': False, 'visualize': False, 'split_multi_word': True, 'disable_verb_split': True, 'debug_file': None, 'length_exp_scaling': None, 'use_heuristics': False, 'single_word_label_scores': (1, 1.1, 1.1, 1.2)}",juice,carrot,bottle,opera,carrot,satellite,tag,africa,fire,bottle,snowman,cloak,king,egypt,whip,bark,pistol,spider,boot,hood,rose,jupiter,charge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gloveWithoutHeuristicsTrial4,"{'verbose': False, 'visualize': False, 'split_multi_word': True, 'disable_verb_split': True, 'debug_file': None, 'length_exp_scaling': None, 'use_heuristics': False, 'single_word_label_scores': (1, 1.1, 1.1, 1.2)}",physician,nurse,scientist,tie,nurse,needle,shadow,pirate,ground,ruler,fish,kid,scientist,post,flute,boom,foot,racket,head,cloak,figure,brush,phoenix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gloveWithoutHeuristicsTrial5,"{'verbose': False, 'visualize': False, 'split_multi_word': True, 'disable_verb_split': True, 'debug_file': None, 'length_exp_scaling': None, 'use_heuristics': False, 'single_word_label_scores': (1, 1.1, 1.1, 1.2)}",anymore,watch,kid,beach,robot,whip,india,boom,watch,key,bug,parachute,kid,pit,flute,plate,march,africa,field,bottle,change,torch,turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gloveWithoutHeuristicsTrial6,"{'verbose': False, 'visualize': False, 'split_multi_word': True, 'disable_verb_split': True, 'debug_file': None, 'length_exp_scaling': None, 'use_heuristics': False, 'single_word_label_scores': (1, 1.1, 1.1, 1.2)}",mountain,mammoth,alps,cross,mammoth,torch,mercury,compound,moon,board,hood,alps,shoe,piano,pistol,box,washer,greece,fall,grass,jupiter,disease,cat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gloveWithoutHeuristicsTrial7,"{'verbose': False, 'visualize': False, 'split_multi_word': True, 'disable_verb_split': True, 'debug_file': None, 'length_exp_scaling': None, 'use_heuristics': False, 'single_word_label_scores': (1, 1.1, 1.1, 1.2)}",airplane,car,jet,server,car,vacuum,spot,play,beijing,soul,nut,lock,jet,port,pit,well,pirate,saturn,grass,cloak,unicorn,green,fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gloveWithoutHeuristicsTrial8,"{'verbose': False, 'visualize': False, 'split_multi_word': True, 'disable_verb_split': True, 'debug_file': None, 'length_exp_scaling': None, 'use_heuristics': False, 'single_word_label_scores': (1, 1.1, 1.1, 1.2)}",crude,oil,pound,oil,ice,kangaroo,pound,bomb,robin,amazon,alps,brush,pyramid,pan,march,round,ghost,ruler,cold,glove,shoe,suit,game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gloveWithoutHeuristicsTrial9,"{'verbose': False, 'visualize': False, 'split_multi_word': True, 'disable_verb_split': True, 'debug_file': None, 'length_exp_scaling': None, 'use_heuristics': False, 'single_word_label_scores': (1, 1.1, 1.1, 1.2)}",silver,gold,pistol,table,kangaroo,glass,germany,gold,field,casino,pistol,kid,lock,server,oil,point,nurse,beach,march,pipe,tap,ivory,drillHITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.embedding_name,Input.clue,Input.word0,Input.word1,Input.word2,Input.word3,Input.word4,Input.word5,Input.word6,Input.word7,Input.word8,Input.word9,Input.word10,Input.word11,Input.word12,Input.word13,Input.word14,Input.word15,Input.word16,Input.word17,Input.word18,Input.word19,Answer.rank1,Answer.rank2,Answer.rank3,Answer.rank4,Approve,Reject